"Masseinheit";"Leistung";"Geschlecht";"Altersklasse";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020"
"Absolutwert";"Prävention";"Frau";"81-85 Jahre";24.34;24.29;24.25;25.42;26.43;26.70;26.84;27.52;30.15;26.07;43.02
"Absolutwert";"Prävention";"Frau";"86-90 Jahre";15.37;15.47;15.52;16.23;16.96;17.23;17.61;18.09;20.06;17.35;28.62
"Absolutwert";"Prävention";"Frau";"91-95 Jahre";5.33;5.68;6.05;6.58;7.15;7.43;7.65;7.96;8.87;7.71;12.68
"Absolutwert";"Prävention";"Frau";"96 und mehr Jahre";1.49;1.46;1.42;1.49;1.55;1.57;1.71;1.87;2.19;1.96;3.35
"Absolutwert";"Verwaltung";"Geschlecht - Total";"Altersklasse - Total";2918.44;2996.12;2898.90;2845.06;2870.06;2935.12;3103.20;3157.10;3215.55;3325.99;3447.12
"Absolutwert";"Verwaltung";"Geschlecht - Total";"0-5 Jahre";78.29;80.28;78.46;77.78;76.82;78.39;82.85;84.94;87.11;88.93;84.17
"Absolutwert";"Verwaltung";"Geschlecht - Total";"6-10 Jahre";54.46;55.05;53.58;53.39;53.35;54.15;57.93;59.25;60.70;62.71;61.24
"Absolutwert";"Verwaltung";"Geschlecht - Total";"11-15 Jahre";63.43;63.62;60.92;59.91;59.34;59.93;62.41;63.95;65.11;67.84;68.65
"Absolutwert";"Verwaltung";"Geschlecht - Total";"16-20 Jahre";81.39;81.08;78.43;75.53;75.57;78.31;82.76;82.94;83.63;85.76;85.59
"Absolutwert";"Verwaltung";"Geschlecht - Total";"21-25 Jahre";94.50;96.81;96.16;94.63;93.77;92.72;96.43;96.66;95.49;98.30;99.62
"Absolutwert";"Verwaltung";"Geschlecht - Total";"26-30 Jahre";117.85;121.06;117.57;115.35;116.36;118.65;126.35;128.79;130.48;134.48;137.16
"Absolutwert";"Verwaltung";"Geschlecht - Total";"31-35 Jahre";135.33;139.97;138.23;136.94;139.03;142.55;150.76;152.59;154.38;159.62;166.12
"Absolutwert";"Verwaltung";"Geschlecht - Total";"36-40 Jahre";151.85;151.42;143.99;140.13;139.29;141.23;151.21;154.65;158.08;163.58;169.32
"Absolutwert";"Verwaltung";"Geschlecht - Total";"41-45 Jahre";177.85;176.77;167.78;160.41;156.68;155.26;160.81;159.53;159.84;163.23;166.90
"Absolutwert";"Verwaltung";"Geschlecht - Total";"46-50 Jahre";197.02;203.96;199.74;194.29;192.17;193.24;199.32;198.32;195.47;195.25;195.78
"Absolutwert";"Verwaltung";"Geschlecht - Total";"51-55 Jahre";199.69;206.99;203.11;203.64;209.56;218.68;235.06;239.12;240.24;244.91;249.18
"Absolutwert";"Verwaltung";"Geschlecht - Total";"56-60 Jahre";206.41;210.20;205.27;202.78;206.54;215.11;231.20;237.89;244.70;257.22;273.34
"Absolutwert";"Verwaltung";"Geschlecht - Total";"61-65 Jahre";235.13;237.45;224.53;216.12;214.88;217.48;231.10;236.42;242.41;252.42;268.31
"Absolutwert";"Verwaltung";"Geschlecht - Total";"66-70 Jahre";235.31;249.13;245.22;241.49;243.65;246.30;257.49;255.37;256.30;261.39;270.53
"Absolutwert";"Verwaltung";"Geschlecht - Total";"71-75 Jahre";223.48;228.79;221.35;224.16;233.96;247.68;267.72;278.04;285.82;296.77;307.30
"Absolutwert";"Verwaltung";"Geschlecht - Total";"76-80 Jahre";226.34;232.07;221.91;215.95;218.46;223.20;234.97;242.75;254.54;271.19;293.09
"Absolutwert";"Verwaltung";"Geschlecht - Total";"81-85 Jahre";202.40;209.09;200.40;195.67;199.42;204.54;214.50;217.88;223.00;230.16;240.64
"Absolutwert";"Verwaltung";"Geschlecht - Total";"86-90 Jahre";150.61;157.30;149.85;144.82;146.43;149.86;157.92;161.79;167.64;175.39;184.74
"Absolutwert";"Verwaltung";"Geschlecht - Total";"91-95 Jahre";64.87;71.47;70.99;71.81;74.28;77.38;80.23;82.15;85.08;89.42;96.20
"Absolutwert";"Verwaltung";"Geschlecht - Total";"96 und mehr Jahre";22.22;23.61;21.43;20.29;20.51;20.44;22.20;24.07;25.52;27.43;29.23
"Absolutwert";"Verwaltung";"Mann";"Altersklasse - Total";1259.25;1297.69;1261.61;1247.44;1259.61;1295.16;1373.00;1402.55;1429.76;1484.79;1547.86
"Absolutwert";"Verwaltung";"Mann";"0-5 Jahre";42.06;43.00;42.02;41.76;41.07;41.88;44.48;45.45;46.49;47.38;44.94
"Absolutwert";"Verwaltung";"Mann";"6-10 Jahre";29.66;30.17;29.43;29.08;29.26;29.65;31.65;32.31;33.15;34.28;33.45
"Absolutwert";"Verwaltung";"Mann";"11-15 Jahre";32.71;32.99;31.54;30.96;30.57;30.71;31.86;33.06;33.73;34.83;34.93
"Absolutwert";"Verwaltung";"Mann";"16-20 Jahre";37.00;37.14;35.63;34.30;34.08;35.02;37.18;37.38;37.33;38.27;38.18
"Absolutwert";"Verwaltung";"Mann";"21-25 Jahre";38.18;39.81;40.12;39.61;39.11;38.93;40.68;41.11;40.19;41.61;41.85
"Absolutwert";"Verwaltung";"Mann";"26-30 Jahre";43.38;44.92;43.51;42.55;42.66;43.65;46.82;48.12;48.52;50.92;51.53
"Absolutwert";"Verwaltung";"Mann";"31-35 Jahre";48.14;49.84;49.85;49.66;49.78;50.65;53.33;54.21;54.39;56.68;58.56
"Absolutwert";"Verwaltung";"Mann";"36-40 Jahre";60.15;59.31;56.71;54.92;53.80;54.35;58.42;59.67;60.94;63.50;65.50
"Absolutwert";"Verwaltung";"Mann";"41-45 Jahre";76.96;76.04;71.98;68.73;67.25;66.58;68.47;67.79;67.53;68.84;70.27
"Absolutwert";"Verwaltung";"Mann";"46-50 Jahre";88.23;91.31;89.35;86.66;85.21;85.47;87.90;87.50;85.95;85.79;86.46
"Absolutwert";"Verwaltung";"Mann";"51-55 Jahre";92.74;96.11;93.90;93.96;96.51;101.24;109.23;110.79;110.62;112.12;114.01
"Absolutwert";"Verwaltung";"Mann";"56-60 Jahre";99.19;101.59;99.31;98.88;101.21;105.84;113.47;116.40;119.37;125.37;134.35
"Absolutwert";"Verwaltung";"Mann";"61-65 Jahre";116.18;116.85;111.28;107.59;107.53;109.01;116.19;119.05;122.29;127.91;138.16
"Absolutwert";"Verwaltung";"Mann";"66-70 Jahre";114.43;121.76;120.62;119.75;121.39;122.51;128.54;127.69;128.15;131.09;137.38
"Absolutwert";"Verwaltung";"Mann";"71-75 Jahre";104.12;107.43;104.45;107.32;112.64;120.55;130.62;136.73;141.81;147.45;154.72
"Absolutwert";"Verwaltung";"Mann";"76-80 Jahre";97.59;101.71;97.97;96.28;97.94;101.83;107.05;111.94;118.47;127.74;140.62
"Absolutwert";"Verwaltung";"Mann";"81-85 Jahre";73.98;78.33;76.36;77.13;79.57;83.17;88.06;90.71;93.90;97.64;103.74
"Absolutwert";"Verwaltung";"Mann";"86-90 Jahre";44.90;47.48;45.93;46.20;47.08;50.00;53.37;55.54;58.52;62.64;67.08
"Absolutwert";"Verwaltung";"Mann";"91-95 Jahre";15.56;17.56;17.68;18.18;19.04;20.12;21.22;22.14;23.15;24.98;26.99
"Absolutwert";"Verwaltung";"Mann";"96 und mehr Jahre";4.10;4.34;3.94;3.93;3.93;4.01;4.45;4.96;5.25;5.76;5.12
"Absolutwert";"Verwaltung";"Frau";"Altersklasse - Total";1659.19;1698.43;1637.30;1597.62;1610.45;1639.96;1730.20;1754.55;1785.80;1841.21;1899.26
"Absolutwert";"Verwaltung";"Frau";"0-5 Jahre";36.24;37.28;36.43;36.01;35.74;36.52;38.37;39.48;40.62;41.54;39.23
"Absolutwert";"Verwaltung";"Frau";"6-10 Jahre";24.80;24.87;24.15;24.31;24.09;24.49;26.27;26.94;27.54;28.44;27.79
"Absolutwert";"Verwaltung";"Frau";"11-15 Jahre";30.73;30.63;29.38;28.95;28.77;29.22;30.54;30.89;31.38;33.02;33.72
"Absolutwert";"Verwaltung";"Frau";"16-20 Jahre";44.40;43.93;42.80;41.23;41.50;43.29;45.58;45.56;46.30;47.49;47.41
"Absolutwert";"Verwaltung";"Frau";"21-25 Jahre";56.31;57.00;56.04;55.02;54.66;53.79;55.75;55.55;55.30;56.69;57.77
"Absolutwert";"Verwaltung";"Frau";"26-30 Jahre";74.47;76.14;74.06;72.80;73.70;75.00;79.53;80.67;81.96;83.56;85.63
"Absolutwert";"Verwaltung";"Frau";"31-35 Jahre";87.19;90.14;88.38;87.28;89.26;91.90;97.43;98.38;99.98;102.94;107.56
"Absolutwert";"Verwaltung";"Frau";"36-40 Jahre";91.70;92.11;87.27;85.21;85.49;86.89;92.79;94.98;97.14;100.08;103.82
"Absolutwert";"Verwaltung";"Frau";"41-45 Jahre";100.90;100.74;95.80;91.67;89.44;88.68;92.34;91.75;92.32;94.39;96.62
"Absolutwert";"Verwaltung";"Frau";"46-50 Jahre";108.80;112.65;110.38;107.63;106.96;107.77;111.41;110.82;109.52;109.46;109.32
"Absolutwert";"Verwaltung";"Frau";"51-55 Jahre";106.96;110.88;109.21;109.68;113.04;117.44;125.83;128.33;129.62;132.78;135.17
"Absolutwert";"Verwaltung";"Frau";"56-60 Jahre";107.22;108.61;105.95;103.90;105.33;109.28;117.74;121.49;125.33;131.85;138.99
"Absolutwert";"Verwaltung";"Frau";"61-65 Jahre";118.95;120.59;113.25;108.52;107.36;108.47;114.91;117.37;120.12;124.52;130.15
"Absolutwert";"Verwaltung";"Frau";"66-70 Jahre";120.89;127.38;124.60;121.74;122.26;123.79;128.94;127.68;128.15;130.29;133.16
"Absolutwert";"Verwaltung";"Frau";"71-75 Jahre";119.36;121.36;116.89;116.85;121.32;127.13;137.10;141.31;144.01;149.32;152.58
"Absolutwert";"Verwaltung";"Frau";"76-80 Jahre";128.75;130.36;123.94;119.67;120.52;121.37;127.91;130.81;136.07;143.45;152.48
"Absolutwert";"Verwaltung";"Frau";"81-85 Jahre";128.41;130.76;124.04;118.54;119.85;121.37;126.44;127.17;129.10;132.51;136.89
"Absolutwert";"Verwaltung";"Frau";"86-90 Jahre";105.71;109.82;103.92;98.61;99.36;99.86;104.55;106.25;109.12;112.75;117.66
"Absolutwert";"Verwaltung";"Frau";"91-95 Jahre";49.32;53.91;53.31;53.63;55.23;57.26;59.01;60.02;61.93;64.44;69.21
"Absolutwert";"Verwaltung";"Frau";"96 und mehr Jahre";18.12;19.27;17.49;16.36;16.58;16.43;17.75;19.11;20.28;21.67;24.11
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"Altersklasse - Total";661.85;676.60;693.11;712.03;726.91;748.42;770.85;785.26;785.36;801.45;803.71
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"0-5 Jahre";188.50;190.60;198.01;204.44;206.43;212.13;219.86;225.03;226.80;229.99;231.96
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"6-10 Jahre";159.14;165.72;170.49;177.29;181.28;184.86;192.41;193.54;191.69;198.88;191.72
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"11-15 Jahre";230.59;234.50;240.44;251.49;262.78;272.32;283.21;267.93;255.38;273.53;309.90
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"16-20 Jahre";352.62;360.15;370.23;378.36;396.93;415.64;429.79;453.28;464.66;482.39;510.28
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"21-25 Jahre";334.56;339.23;352.68;359.68;370.33;375.75;390.27;399.01;402.30;414.94;410.69
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"26-30 Jahre";374.73;381.17;391.94;400.63;407.44;417.70;432.90;445.59;447.09;458.07;458.31
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"31-35 Jahre";432.35;434.50;446.28;453.72;463.14;473.20;489.90;508.55;510.31;513.66;518.00
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"36-40 Jahre";464.41;468.80;447.03;457.34;461.81;470.00;487.55;511.51;504.50;515.47;507.51
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"41-45 Jahre";467.56;473.19;457.34;472.49;483.34;496.12;514.44;537.55;530.29;543.99;536.19
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"46-50 Jahre";510.21;515.26;507.82;520.00;527.80;548.73;568.40;608.11;600.15;617.96;603.13
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"51-55 Jahre";623.63;623.67;604.26;622.89;633.89;652.27;674.13;712.64;706.56;715.28;711.36
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"56-60 Jahre";733.54;740.19;770.91;783.82;792.41;812.60;833.47;823.11;819.60;816.43;809.33
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"61-65 Jahre";880.53;884.89;920.69;938.29;954.97;974.20;1007.97;1000.54;990.27;994.69;990.02
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"66-70 Jahre";1049.98;1068.03;1131.94;1155.40;1169.65;1199.26;1230.10;1196.86;1181.47;1200.99;1192.15
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"71-75 Jahre";1318.97;1330.82;1366.15;1399.59;1420.55;1460.72;1490.24;1498.84;1487.44;1506.51;1492.59
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"76-80 Jahre";1708.31;1732.03;1817.72;1859.20;1881.50;1928.70;1964.34;1911.34;1886.48;1895.92;1884.09
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"81-85 Jahre";2319.67;2363.70;2423.71;2448.90;2485.89;2537.69;2567.77;2570.53;2574.64;2575.35;2561.10
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"86-90 Jahre";3410.04;3539.11;3608.36;3653.39;3659.26;3731.80;3732.67;3760.98;3743.39;3785.64;3798.68
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"91-95 Jahre";5215.29;5439.83;5448.23;5677.15;5622.68;5743.58;5641.04;5689.92;5685.21;5723.22;5910.63
"Wert pro Kopf und Monat";"Leistung - Total";"Geschlecht - Total";"96 und mehr Jahre";7504.83;8324.30;8496.83;8715.71;8937.48;8957.00;8617.36;8717.78;8604.08;8759.41;9008.84
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"Altersklasse - Total";568.53;580.96;598.34;617.93;632.64;655.04;675.39;687.32;689.21;706.12;716.44
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"0-5 Jahre";200.00;202.10;210.13;217.25;217.81;223.31;233.10;238.16;238.31;242.15;235.21
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"6-10 Jahre";176.51;184.72;190.26;196.17;203.03;204.35;211.61;211.14;208.01;217.51;203.62
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"11-15 Jahre";238.34;244.12;247.14;257.72;268.60;277.47;285.17;278.28;258.50;281.91;338.91
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"16-20 Jahre";324.39;332.83;343.68;352.27;370.57;382.69;391.73;410.10;426.21;435.91;480.34
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"21-25 Jahre";279.80;289.06;303.49;308.45;318.82;323.38;336.74;340.04;345.59;352.37;342.35
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"26-30 Jahre";279.17;286.72;304.95;309.42;314.90;325.14;337.55;328.25;331.39;344.93;351.78
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"31-35 Jahre";318.78;319.62;335.93;342.09;344.97;349.81;363.10;367.71;368.85;376.75;384.05
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"36-40 Jahre";385.34;381.85;361.53;368.92;366.87;371.57;385.20;404.83;400.68;414.87;412.60
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"41-45 Jahre";413.20;416.20;401.32;415.21;424.93;435.70;448.23;457.68;450.23;464.34;460.36
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"46-50 Jahre";454.18;458.14;457.38;467.44;471.85;492.21;510.57;546.18;539.05;556.39;548.86
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"51-55 Jahre";581.23;581.21;564.79;579.66;590.22;611.05;631.84;665.40;658.55;664.64;666.27
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"56-60 Jahre";721.10;728.80;754.26;770.63;780.43;802.98;823.27;809.41;806.43;798.95;800.54
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"61-65 Jahre";891.96;894.22;939.37;960.05;985.14;1005.02;1037.95;1027.14;1019.51;1020.77;1032.78
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"66-70 Jahre";1071.54;1086.40;1147.90;1181.59;1203.09;1233.00;1270.07;1244.72;1229.03;1257.58;1264.98
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"71-75 Jahre";1345.41;1364.11;1397.55;1441.75;1465.93;1514.25;1535.80;1561.38;1563.94;1584.21;1594.91
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"76-80 Jahre";1697.78;1729.40;1808.59;1851.19;1878.05;1950.26;1968.14;1937.40;1915.37;1934.91;1946.49
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"81-85 Jahre";2136.64;2202.57;2262.51;2330.31;2378.63;2449.72;2465.26;2484.96;2493.16;2483.32;2494.39
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"86-90 Jahre";2899.67;3000.51;3080.44;3166.08;3158.62;3306.18;3320.14;3333.67;3315.38;3386.20;3422.90
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"91-95 Jahre";4289.36;4439.06;4491.05;4699.76;4642.52;4787.82;4723.14;4850.30;4826.52;4877.65;5040.78
"Wert pro Kopf und Monat";"Leistung - Total";"Mann";"96 und mehr Jahre";5990.69;6548.49;6748.51;7129.45;7273.78;7390.90;6975.66;7124.63;7057.17;7284.56;7801.63
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"Altersklasse - Total";752.47;769.64;785.50;803.94;819.15;839.94;864.68;881.58;879.94;895.28;889.67
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"0-5 Jahre";176.35;178.44;185.17;190.87;194.40;200.31;205.84;211.12;214.67;217.16;228.52
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"6-10 Jahre";140.82;145.70;149.68;157.46;158.34;164.23;172.15;174.98;174.44;179.22;179.14
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"11-15 Jahre";222.45;224.37;233.37;244.92;256.63;266.90;281.14;257.02;252.08;264.66;279.17
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"16-20 Jahre";382.23;388.81;398.09;405.77;424.64;450.34;470.63;499.76;505.88;532.00;542.18
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"21-25 Jahre";390.78;390.83;403.42;412.43;423.44;429.96;446.35;460.91;462.25;481.23;483.21
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"26-30 Jahre";472.47;477.51;480.77;493.84;501.78;511.95;530.57;566.06;565.81;574.52;568.29
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"31-35 Jahre";546.50;550.49;558.46;567.31;583.80;599.56;619.64;652.27;654.65;653.28;654.70
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"36-40 Jahre";543.87;556.35;533.31;546.68;558.06;569.82;591.65;620.27;610.23;618.02;604.47
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"41-45 Jahre";522.62;530.69;513.76;530.46;542.56;557.54;581.66;618.44;611.18;624.63;612.82
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"46-50 Jahre";567.59;573.94;559.74;573.99;585.15;606.38;627.10;670.70;661.91;680.09;658.00
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"51-55 Jahre";667.10;667.17;644.57;667.06;678.51;694.50;717.52;761.10;755.64;766.87;757.09
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"56-60 Jahre";745.92;751.57;787.64;797.15;804.58;822.39;843.84;836.98;832.95;834.12;818.25
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"61-65 Jahre";869.46;875.87;902.62;917.26;925.81;944.36;978.86;974.53;961.55;968.91;947.67
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"66-70 Jahre";1030.26;1051.01;1117.08;1130.98;1138.46;1167.83;1192.96;1152.48;1137.44;1148.63;1124.80
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"71-75 Jahre";1296.93;1302.94;1339.56;1363.41;1381.20;1413.86;1449.76;1442.98;1419.05;1437.02;1401.27
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"76-80 Jahre";1716.02;1733.99;1824.60;1865.32;1884.18;1911.84;1961.35;1890.55;1863.09;1863.98;1832.51
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"81-85 Jahre";2428.83;2461.45;2523.93;2524.14;2555.13;2595.75;2637.10;2629.35;2631.62;2640.75;2608.82
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"86-90 Jahre";3651.36;3795.85;3864.17;3894.22;3911.49;3950.43;3948.34;3990.79;3980.67;4011.97;4015.06
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"91-95 Jahre";5553.09;5813.96;5807.36;6045.83;5995.90;6110.40;5997.89;6019.73;6028.47;6070.26;6273.38
"Wert pro Kopf und Monat";"Leistung - Total";"Frau";"96 und mehr Jahre";7912.46;8805.66;8963.82;9136.33;9378.68;9376.99;9078.64;9168.01;9038.67;9185.66;9340.41
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"Altersklasse - Total";141.47;143.05;147.73;152.37;152.11;154.81;156.83;154.98;152.17;152.86;156.51
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"0-5 Jahre";36.33;36.46;40.80;44.70;42.67;40.90;41.86;40.85;42.60;39.80;36.77
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"6-10 Jahre";18.25;18.38;20.67;21.60;20.40;19.57;20.67;19.67;18.60;18.68;17.80
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"11-15 Jahre";29.57;29.26;32.66;34.64;34.37;36.06;36.83;36.65;36.60;35.51;38.24
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"16-20 Jahre";52.29;52.54;56.01;53.95;56.54;60.09;63.08;64.43;61.05;66.89;70.70
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"21-25 Jahre";66.22;65.54;70.09;68.58;67.98;66.50;67.71;67.59;59.79;66.97;65.62
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"26-30 Jahre";88.19;88.10;91.57;90.99;89.05;91.07;92.47;92.12;84.26;88.98;89.88
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"31-35 Jahre";102.01;103.69;108.35;108.10;109.59;111.01;112.56;111.38;106.05;107.01;109.08
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"36-40 Jahre";91.96;92.03;95.99;96.84;97.04;97.59;101.17;97.77;92.66;95.22;95.98
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"41-45 Jahre";85.57;85.05;87.17;90.55;91.24;90.09;92.07;88.41;83.14;87.05;85.38
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"46-50 Jahre";98.74;98.86;103.02;104.57;104.42;105.84;106.10;104.26;96.91;100.51;99.81
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"51-55 Jahre";128.80;125.06;128.24;133.32;133.41;132.04;136.02;130.72;123.33;124.89;129.94
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"56-60 Jahre";165.90;165.62;170.74;176.01;172.66;172.56;173.69;170.27;162.95;161.24;168.09
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"61-65 Jahre";217.75;217.43;224.60;233.65;230.22;228.70;237.08;229.21;225.14;220.68;227.01
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"66-70 Jahre";280.61;287.50;294.62;301.66;300.70;303.75;304.79;297.98;296.09;291.17;299.77
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"71-75 Jahre";363.03;365.50;366.10;380.76;379.23;387.02;385.89;376.92;378.23;374.68;381.53
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"76-80 Jahre";453.41;457.77;458.66;472.61;464.67;477.52;472.12;467.78;468.33;448.09;459.00
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"81-85 Jahre";523.69;530.25;535.61;551.89;547.75;563.53;557.40;546.70;555.38;535.79;543.88
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"86-90 Jahre";556.79;572.66;572.35;587.13;579.82;599.74;589.88;594.11;598.60;591.30;598.95
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"91-95 Jahre";559.69;561.34;555.74;592.53;571.99;613.46;581.69;592.68;592.94;590.68;610.78
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Geschlecht - Total";"96 und mehr Jahre";505.70;529.85;552.09;549.79;543.30;565.19;544.28;599.97;569.53;557.73;578.98
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Mann";"Altersklasse - Total";131.15;132.98;138.22;144.88;145.00;148.71;149.88;148.74;146.28;147.72;153.88
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Mann";"0-5 Jahre";40.15;40.34;45.33;49.93;45.97;44.58;46.37;45.43;46.80;42.88;40.51
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Mann";"6-10 Jahre";20.48;21.40;24.08;24.23;23.97;22.66;23.56;22.00;21.36;21.46;20.72
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Mann";"11-15 Jahre";27.64;27.32;31.41;33.40;32.64;33.86;32.29;34.08;33.73;31.55;33.32
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Mann";"16-20 Jahre";45.11;45.49;47.97;45.44;47.41;49.74;50.91;52.60;48.82;54.57;56.53
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Mann";"21-25 Jahre";45.73;47.30;52.86;52.43;52.68;52.05;52.92;54.00;43.75;53.06;51.92
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Mann";"26-30 Jahre";48.77;48.51;51.54;50.29;49.13;52.89;53.76;53.12;43.55;51.84;53.01
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Mann";"31-35 Jahre";49.60;50.12;54.92;56.91;56.90;56.38;57.11;56.25;49.40;55.20;57.32
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Mann";"36-40 Jahre";62.12;59.32;63.71;63.51;62.44;61.86;65.67;62.63;56.48;62.56;62.94
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Mann";"41-45 Jahre";76.06;74.23;74.95;78.28;79.75;79.51;78.68;75.86;70.65;75.77;74.09
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Mann";"46-50 Jahre";92.89;93.39;96.28;99.21;98.14;100.21;101.31;100.05;92.43;96.15;97.62
"Wert pro Kopf und Monat";"Stationäre Kurativbehandlung";"Mann";"51-55 Jahre";129.77;126.54;128.68;134.05;136.03;134.39;139.19;135.28;128.10;128.13;136.05
