"Szenario-Variante";"Staatsangehörigkeit (Kategorie)";"Geschlecht";"Altersklasse";"Jahr";"Bevölkerungsstand am 31. Dezember"
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"110-114 Jahre";"2053";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"110-114 Jahre";"2054";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"110-114 Jahre";"2055";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"110-114 Jahre";"2056";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"110-114 Jahre";"2057";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"110-114 Jahre";"2058";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"110-114 Jahre";"2059";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"110-114 Jahre";"2060";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"110-114 Jahre";"2061";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"110-114 Jahre";"2062";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"110-114 Jahre";"2063";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"110-114 Jahre";"2064";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"110-114 Jahre";"2065";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"110-114 Jahre";"2066";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"110-114 Jahre";"2067";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"110-114 Jahre";"2068";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"110-114 Jahre";"2069";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"110-114 Jahre";"2070";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2019";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2020";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2021";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2022";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2023";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2024";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2025";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2026";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2027";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2028";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2029";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2030";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2031";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2032";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2033";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2034";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2035";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2036";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2037";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2038";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2039";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2040";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2041";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2042";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2043";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2044";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2045";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2046";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2047";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2048";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2049";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2050";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2051";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2052";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2053";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2054";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2055";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2056";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2057";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2058";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2059";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2060";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2061";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2062";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2063";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2064";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2065";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2066";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2067";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2068";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2069";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Mann";"115-120 Jahre";"2070";0
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2019";4346172
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2020";4385928
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2021";4426409
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2022";4467689
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2023";4509600
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2024";4552150
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2025";4595245
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2026";4638997
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2027";4683279
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2028";4728130
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2029";4773481
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2030";4818889
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2031";4863408
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2032";4906920
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2033";4949471
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2034";4991057
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2035";5031596
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2036";5071135
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2037";5109637
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2038";5147128
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2039";5183576
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2040";5219057
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2041";5254503
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2042";5290015
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2043";5325539
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2044";5361045
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2045";5396585
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2046";5432091
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2047";5467497
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2048";5502860
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2049";5538093
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2050";5573084
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2051";5607808
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2052";5642279
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2053";5676510
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2054";5710545
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2055";5744412
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2056";5778152
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2057";5811814
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2058";5845358
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2059";5878916
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2060";5912585
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2061";5946327
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2062";5980292
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2063";6014470
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2064";6048876
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2065";6083638
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2066";6118746
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2067";6154082
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2068";6189696
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2069";6225630
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"Altersklasse - Total";"2070";6261742
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2019";215505
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2020";218100
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2021";220247
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2022";223424
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2023";227241
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2024";229732
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2025";232267
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2026";234811
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2027";237355
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2028";239889
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2029";242423
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2030";244961
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2031";247464
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2032";249934
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2033";252376
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2034";254800
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2035";257196
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2036";259591
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2037";262001
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2038";264444
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2039";266920
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2040";269437
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2041";272019
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2042";274656
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2043";277335
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2044";280031
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2045";282698
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2046";285318
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2047";287850
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2048";290266
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2049";292549
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2050";294687
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2051";296677
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2052";298580
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2053";300424
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2054";302259
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2055";304121
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2056";306036
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2057";307975
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2058";309933
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2059";311890
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2060";313839
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2061";315770
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2062";317676
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2063";319567
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2064";321441
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2065";323312
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2066";325178
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2067";327051
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2068";328939
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2069";330854
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"0-4 Jahre";"2070";332797
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2019";211687
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2020";212982
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2021";215885
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2022";217711
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2023";219345
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2024";221756
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2025";224372
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2026";226620
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2027";229833
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2028";233666
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2029";236293
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2030";238931
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2031";241510
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2032";244015
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2033";246440
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2034";248783
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2035";251075
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2036";253318
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2037";255530
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2038";257704
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2039";259855
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2040";261975
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2041";264143
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2042";266371
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2043";268678
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2044";271064
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2045";273549
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2046";276099
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2047";278713
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2048";281370
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2049";284047
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2050";286691
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2051";289296
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2052";291817
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2053";294228
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2054";296505
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2055";298650
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2056";300652
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2057";302565
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2058";304422
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2059";306269
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2060";308142
"Szenario E-00-2020 'abgeschwächte Alterung'";"Staatsangehörigkeit - Total";"Frau";"5-9 Jahre";"2061";310064
